канал,канал[0],канал[1],канал[2],канал[3],канал[4],канал[5],канал[6],канал[7],канал[8],канал[9],канал[10],канал[11],канал[12],канал[13],канал[14],канал[15],канал[16],канал[17],канал[18],канал[19]
канал[0],-1.1102230246251565e-16,0.0007360261827976666,0.00046076733829436556,-0.02710592787072206,0.0005510182372623351,0.000583435770036278,0.0005047113831948558,0.0006259515657752734,0.0004990623053195975,0.0007105283096470183,0.0005915186634453118,0.0006273680390784797,0.0003837374077667599,0.000548234858151142,0.0005373952009225524,0.0007153143059093203,0.000875976434569159,0.000963684587038327,0.0012677864525501015,-0.007364688821835899
канал[1],0.0007360261827976666,0.0,0.0007331202762856925,-0.024749520611724984,0.000787127536795551,0.0007219262251563219,0.0008674843392856291,0.0007239881303768847,0.0007312442259480578,0.0006631311772573589,0.000775367991519893,0.0005273923713560169,0.0008137963178571628,0.0005684249051289836,0.0007494476878897594,0.0007469293356636708,0.0010454915099087358,0.0012258755725154113,0.0013170227487262487,-0.0066110010712726874
канал[2],0.00046076733829425454,0.0007331202762856925,0.0,-0.02472622261915279,0.0007185267597674683,0.000700866982664361,0.0007125785982420307,0.0005848517982370849,0.0005770456152356385,0.0006992254194329028,0.0007590637092895758,0.0005590582521697307,0.0005191143760803207,0.000587172643093492,0.0007793960909903141,0.0005613385629078538,0.0011300162766185728,0.0010492076989122578,0.0013139726402202623,-0.009505916955075217
канал[3],-0.02710592787072206,-0.02474952061172498,-0.02472622261915279,0.0,-0.02496340658843153,-0.02793788567124074,-0.027675476422176968,-0.02717637136977744,-0.026321612012718664,-0.025588584164316783,-0.02710221297879159,-0.02594973367574682,-0.02519691822872081,-0.029109915961756876,-0.025266347510852265,-0.029055787715871,-0.0254404554268198,-0.025899588033534524,-0.02259886318168691,0.015174613095163691
канал[4],0.0005510182372623351,0.000787127536795551,0.0007185267597674683,-0.024963406588431533,0.0,0.0006452555828783124,0.0008402711122825757,0.0005476227925446109,0.0005193546625941181,0.000919571828371768,0.0006352730425298603,0.0007354121542183512,0.00037186152908075254,0.0006058766448714392,0.0006507164595099812,0.0007549259066618186,0.0005731331647337301,0.0013721006544029635,0.0008626212954211399,-0.0081806182673487
канал[5],0.000583435770036278,0.0007219262251562109,0.000700866982664472,-0.02793788567124074,0.0006452555828783124,-1.1102230246251565e-16,0.001025229897287927,0.0007102978631274848,0.0005770326233091039,0.0005461122703498411,0.000783168794091238,0.00038690559553911097,0.0007226666492242684,0.0006566049611438363,0.0005284913036301964,0.0006555773254931507,0.0008575097117911046,0.0011126257778700799,0.0012423786232167444,-0.007107502683096206
канал[6],0.0005047113831948558,0.0008674843392856291,0.0007125785982419197,-0.027675476422176968,0.0008402711122825757,0.001025229897288038,0.0,0.0009492193670534999,0.0005953143766893598,0.0010292090703095669,0.0007025501132204015,0.000876686440911767,0.000640661125808295,0.0010090884813525047,0.0007259302654535338,0.0007392232147089839,0.0016347942377137326,0.0011051258963766797,0.0017679643136647716,-0.007623188968163136
канал[7],0.0006259515657751624,0.0007239881303767737,0.0005848517982370849,-0.027176371369777443,0.0005476227925446109,0.0007102978631274848,0.0009492193670534999,0.0,0.0006923037182080538,0.0005567448426126997,0.000917095013637681,0.0005860461602851252,0.0005732290434425913,0.0006096232613128638,0.0006000082393238237,0.0006269635543625363,0.0007941337025280104,0.0012869099251398008,0.000935449762065721,-0.009346644858483147
канал[8],0.0004990623053197085,0.0007312442259480578,0.0005770456152356385,-0.02632161201271866,0.0005193546625941181,0.0005770326233089929,0.0005953143766892488,0.0006923037182080538,0.0,0.0007357971402297547,0.0006361049147015629,0.0005351089901921569,0.00048426394915512816,0.00037349586090629217,0.0004082087665447931,0.0005771168815502659,0.0012792144841141662,0.0008402078907674415,0.0013433280165155992,-0.008826293271073288
канал[9],0.0007105283096471293,0.0006631311772573589,0.0006992254194329028,-0.025588584164316783,0.000919571828371768,0.0005461122703498411,0.0010292090703095669,0.0005567448426126997,0.0007357971402298658,0.0,0.0009615986159976497,0.0006904816127458746,0.000754231739956257,0.000517175292392813,0.000899971314353265,0.0007413936352694828,0.0008872740837988502,0.0014436762250014112,0.001202681944430628,-0.006572324338337321
канал[10],0.0005915186634453118,0.000775367991519893,0.0007590637092896868,-0.02710221297879159,0.0006352730425298603,0.000783168794091238,0.0007025501132205125,0.000917095013637681,0.0006361049147015629,0.0009615986159976497,0.0,0.000692075002069914,0.0005431819113621561,0.0008756584835074577,0.0005462038677142012,0.0008035425500976245,0.0009354443310454208,0.001111388930762236,0.0011775031225976784,-0.006904526487284707
канал[11],0.0006273680390784797,0.0005273923713561279,0.0005590582521697307,-0.02594973367574682,0.0007354121542183512,0.00038690559553899995,0.000876686440911767,0.0005860461602850142,0.0005351089901921569,0.0006904816127459856,0.000692075002069914,0.0,0.0005239533807231966,0.0005004411283144883,0.0005940933552617267,0.0005023084002794276,0.0007789633802105511,0.0011200553524520762,0.0012997532802067058,-0.007040170044980018
канал[12],0.00038373740776687093,0.0008137963178570518,0.0005191143760800987,-0.025196918228720805,0.00037186152908075254,0.0007226666492241574,0.000640661125808295,0.0005732290434425913,0.00048426394915512816,0.000754231739956146,0.0005431819113621561,0.0005239533807233077,-1.1102230246251565e-16,0.0005376405364394543,0.0004896092121216,0.0006479256781658504,0.0007441196635570302,0.0012316434973532742,0.000971807900783328,-0.007079846060864967
канал[13],0.000548234858151142,0.0005684249051289836,0.000587172643093492,-0.029109915961756876,0.0006058766448714392,0.0006566049611438363,0.0010090884813525047,0.0006096232613127528,0.00037349586090629217,0.000517175292392924,0.0008756584835074577,0.0005004411283144883,0.0005376405364395653,-1.1102230246251565e-16,0.00043269912357746243,0.000535055010473906,0.0008944653525365664,0.0009152600293996782,0.0009254610222230175,-0.009081793149375919
канал[14],0.0005373952009225524,0.0007494476878897594,0.0007793960909902031,-0.025266347510852265,0.0006507164595099812,0.0005284913036300853,0.0007259302654535338,0.0006000082393237127,0.0004082087665447931,0.000899971314353265,0.0005462038677142012,0.0005940933552617267,0.000489609212121711,0.00043269912357757345,-1.1102230246251565e-16,0.0005157052703536058,0.0011444619240770226,0.0010341364113433116,0.0012200462107133658,-0.007359640164132972
канал[15],0.0007153143059093203,0.0007469293356636708,0.0005613385629078538,-0.029055787715871,0.0007549259066619296,0.0006555773254932618,0.0007392232147088729,0.0006269635543624252,0.0005771168815501548,0.0007413936352694828,0.0008035425500976245,0.0005023084002795386,0.0006479256781658504,0.000535055010473795,0.0005157052703536058,0.0,0.0010523478190106461,0.0009987763209750034,0.001297654240668078,-0.0072379825608574755
канал[16],0.000875976434569159,0.0010454915099086248,0.0011300162766185728,-0.0254404554268198,0.0005731331647337301,0.0008575097117911046,0.0016347942377137326,0.0007941337025281214,0.0012792144841141662,0.0008872740837988502,0.0009354443310454208,0.0007789633802105511,0.0007441196635570302,0.0008944653525366775,0.0011444619240769116,0.0010523478190106461,-1.1102230246251565e-16,0.0020550875746250252,0.0007243425869613018,-0.012738833598020735
канал[17],0.000963684587038327,0.0012258755725153003,0.0010492076989122578,-0.025899588033534524,0.0013721006544028524,0.001112625777870191,0.0011051258963765687,0.0012869099251398008,0.0008402078907673305,0.0014436762250013002,0.001111388930762236,0.0011200553524519652,0.0012316434973532742,0.0009152600293996782,0.0010341364113432006,0.0009987763209750034,0.0020550875746250252,0.0,0.0026706178367102984,-0.0068973854366597975
