канал,канал[0],канал[1],канал[2],канал[3],канал[4],канал[5],канал[6],канал[7],канал[8],канал[9],канал[10],канал[11],канал[12],канал[13],канал[14],канал[15],канал[16],канал[17],канал[18],канал[19]
канал[0],0.0,0.19633225633225615,0.0010671850671850613,0.9855678015678015,1.5372015371828418e-05,1.0086477366477367,0.00505078105078105,0.0014183654183653749,0.0006427686427684653,0.0011592131592131905,0.002023310023310132,0.001390633390633389,4.7088047087973095e-05,0.0011336411336411167,0.006403842403842508,0.0010810210810211496,1.0435621435621438,9.7788097788154e-05,9.384009383883729e-06,0.023156495156495177
канал[1],0.9140550500550502,1.124815976815977,0.19999387999387985,0.0038675678675678116,0.7743795663795665,0.21091117891117883,0.21289992889992881,1.143934827934828,0.24255507855507852,0.21272075672075674,0.21306045306045296,0.21182411582411587,0.2143383943383943,0.21187073587073613,0.21465041865041878,0.2127735447735447,0.24272725472725487,0.20707577107577113,1.2083166683166684,0.2124791604791605
канал[2],1.1176696576696579,1.0891613851613853,0.00018760818760821252,0.21615354015354005,0.9948376188376188,0.001236241236241109,0.0015343095343096635,0.9651157131157133,0.007732027732027746,0.00041023241023274704,0.0011862011862012745,0.0008316848316848313,0.0009337329337328892,0.0005448365448368353,0.0008261888261890116,0.0011873771873772698,0.01041173841173837,0.006236250236250185,1.0064854184854186,0.0021897981897981422
канал[3],0.990068778068778,0.10043064443064444,0.9858180378180378,0.7797491877491878,0.002584430584430586,0.9936704856704857,0.9744559584559586,0.035006291006291004,0.9791934911934911,0.9944630744630746,0.9844380124380125,0.9862931542931542,0.9955532395532396,0.9862478182478184,0.9892993132993133,0.9914222354222356,0.9748241428241429,0.975922347922348,0.0052466932466932485,0.9684496764496765
канал[4],1.122888354888355,1.0926471966471967,0.0007307407307408642,0.21288248088248096,0.9877927357927357,0.006424542424542268,0.0041251481251479705,1.0135849735849736,0.002345186345186323,0.003106275106275036,0.001730209730209764,0.0026359586359586684,0.002451626451626443,0.003433899433899601,0.0008560928560927827,0.003083547083546967,0.0019086379086378225,0.0018839178839180626,1.0400317040317042,0.0021214221214221896
канал[5],0.18029241629241632,0.9937175377175377,1.0082537642537641,1.143852483852484,0.01187123987123987,0.9587262227262229,1.017807837807838,0.004495804495804445,1.0242912282912284,0.9623152583152584,1.0066690666690667,0.9619913419913422,0.9586683346683348,0.9657111777111778,0.9912496992496992,0.9577246537246539,1.03980067980068,0.9564343524343526,0.2908103308103308,0.9786374826374826
канал[6],1.1062040902040904,1.0816305136305135,0.004016824016824128,0.24205476205476217,0.9865320625320627,0.007912999912999985,0.001247281247281129,1.0277382677382678,0.0038770958770959485,0.008505620505620648,1.014001013988075e-05,0.008052776052776212,0.008421212421212187,0.008179196179196158,0.00211619011619002,0.00852292452292458,0.0004940284940284645,0.0019441939441939837,1.0486155406155409,0.005912129912129971
канал[7],1.1166703806703808,1.0884764724764726,0.001289713289713279,0.2125810165810167,0.9886679086679089,0.0012303972303971955,0.0027743307743308687,0.9619169539169539,0.011778407778407773,0.0031157431157430304,0.002020550020550127,0.0016756456756457094,0.0002832842832842797,0.00032913632913644797,0.0007680367680367173,0.0013877053877056067,0.011750363750363757,0.006016662016662067,1.001912081912082,0.0012177492177493088
канал[8],1.113745077745078,1.0896976416976416,0.00010890010890018953,0.21373362973362953,0.9910724230724232,0.0027327627327626836,0.0007061647061646914,1.0077489117489118,0.00192139392139401,0.005857541857541837,0.004217104217104084,0.0026255306255305033,0.0033256473256472185,0.0029849429849428954,0.0003101403101403166,0.003188355188355252,0.0029166509166509424,0.002659634659634702,1.038936654936655,0.0016649056649057359
канал[9],1.114008898008898,1.0876178236178236,0.0017266097266097624,0.21169321969321986,0.986997398997399,0.00200462600462592,0.0023169983169984976,0.9611637851637853,0.008537348537348666,0.0019642819642819997,0.006364314364314172,0.005110985110985178,0.0005726285726287417,0.0014959094959093866,0.0003296043296043827,0.002099138099138198,0.011671991671991733,0.0068294708294710516,1.0011440451440452,0.003041271041271054
