i,j,label_i,label_j,pearson,spearman,signed_diff,absdiff,signed_ratio,abs_ratio,mean_abs_strength,abs_dominance,sign_agreement,sign_relation
2,9,канал[2],канал[9],0.995586659847583,0.9944803784803785,0.0011062813672044758,0.0011062813672044758,1.0011124215129261,1.0011124215129261,0.9950335191639808,0.0011062813672044758,1.0,знак совпадает
2,10,канал[2],канал[10],0.995958757375428,0.9947346947346948,0.00122406264073327,0.00122406264073327,1.0012305418190524,1.0012305418190524,0.9953467260550615,0.00122406264073327,1.0,знак совпадает
2,11,канал[2],канал[11],0.9960352710189682,0.9948876108876108,0.0011476601313573642,0.0011476601313573642,1.001153557566501,1.001153557566501,0.9954614409532895,0.0011476601313573642,1.0,знак совпадает
2,12,канал[2],канал[12],0.99685195204255,0.9961939441939441,0.0006580078486058127,0.0006580078486058127,1.0006605218315578,1.0006605218315578,0.996522948118247,0.0006580078486058127,1.0,знак совпадает
2,13,канал[2],канал[13],0.9960176321186134,0.994904542904543,0.001113089214070384,0.001113089214070384,1.001118789960312,1.001118789960312,0.9954610875115781,0.001113089214070384,1.0,знак совпадает
2,14,канал[2],канал[14],0.9953066251092523,0.9941437061437062,0.0011629189655461003,0.0011629189655461003,1.0011697694793613,1.0011697694793613,0.9947251656264793,0.0011629189655461003,1.0,знак совпадает
2,15,канал[2],канал[15],0.9969837688659972,0.9962708642708644,0.0007129045951327351,0.0007129045951327351,1.0007155730642132,1.0007155730642132,0.9966273165684307,0.0007129045951327351,1.0,знак совпадает
2,16,канал[2],канал[16],0.9902234251077979,0.9873069633069634,0.002916461800834491,0.002916461800834491,1.0029539564788097,1.0029539564788097,0.9887651942073807,0.002916461800834491,1.0,знак совпадает
2,17,канал[2],канал[17],0.991102885532607,0.9889305169305169,0.0021723686020900246,0.0021723686020900246,1.0021966847669266,1.0021966847669266,0.9900167012315619,0.0021723686020900246,1.0,знак совпадает
2,18,канал[2],канал[18],0.9893374860560314,0.9859975819975823,0.0033399040584491946,0.0033399040584491946,1.0033873349381677,1.0033873349381677,0.9876675340268068,0.0033399040584491946,1.0,знак совпадает
2,19,канал[2],канал[19],-0.10867411301843907,-0.10796133596133596,-0.0007127770571031117,0.0007127770571031117,1.0066021511382406,1.0066021511382406,0.10831772448988752,0.0007127770571031117,1.0,знак совпадает
3,4,канал[3],канал[4],-0.04270543954304543,-0.04417473217473218,0.0014692926316867486,0.0014692926316867486,0.9667390709721795,0.9667390709721795,0.04344008585888881,-0.0014692926316867486,1.0,знак совпадает
3,5,канал[3],канал[5],-0.04030669552338368,-0.03985782385782386,-0.00044887166555981906,0.00044887166555981906,1.011261820694501,1.011261820694501,0.04008225969060377,0.00044887166555981906,1.0,знак совпадает
